Name,Institution_Type,Address,District_City,State,Pincode,AICTE_Permanent_ID,Women_Only,Minority_Institution,Courses_Offered,Website,Source
MAHATMA JYOTIBA PHULE GOVERNMENT POLYTECHNIC KAUSHAMBI,Government,VILL-TEWAN MANJHANPUR,Kaushambi,Uttar Pradesh,,1-44639700012,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LAKHIMPUR POLYTECHNIC,Government,BIHPURIA,Lakhimpur,Uttar Pradesh,,1-44638198138,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC,Government,"BHANPUR, NAKHA, LAKHIMPUR- KHERI",Lakhimpur-Kheri,Uttar Pradesh,,1-44644998751,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC LAKHIMPUR-KHERI,Government,AIRA ROAD,Lakhimpur-Kheri,Uttar Pradesh,,1-44639435930,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC MOHAMMADI KHERI,Government,GOLA ROAD MOHAMMADI KHERI,Lakhimpur-Kheri,Uttar Pradesh,,1-44638586768,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BHAGWAN AADINATH COLLEGE OF EDUCATION,Private-Self Financing,VILLAGE- MAHARRA,Lalitpur,Uttar Pradesh,,1-44790237563,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVERNMENT POLYTECHNIC,LALITPUR",Government,"MEHRONI ROAD, LALITPUR",Lalitpur,Uttar Pradesh,,1-44639904963,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"GOVT. POLYTECHNIC TALBEHAT ,LALITPUR",Government,GOVT. POLYTECHNIC TALBEHAT LALITPUR,Lalitpur,Uttar Pradesh,,1-44639664634,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AERONAUTICAL TRAINING INSTITUTE UP,Government,LUCKNOW AIRPORT LUCKNOW,Lucknow,Uttar Pradesh,,1-44640259272,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"GRAM TIKRA, MAURAWAN ROAD,MOHANLALGANJ . LUCKNOW",Lucknow,Uttar Pradesh,,1-44642018511,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AMBEKESHWAR INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,"VILL-KATHWARA, POST-BAKSHI KA TALAB, DISTT.-LUCKNOW",Lucknow,Uttar Pradesh,,1-44638416963,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ARYAKUL COLLEGE OF MANAGEMENT,Private-Self Financing,"VILL: NATKUR, PO: CHANDRAWAL, ARYAKUL COLLEGE ROAD, ADJ CRPF BASE CAMP, LUCKNOW",Lucknow,Uttar Pradesh,,1-44640036750,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ARYAVART INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"ARYAVART INSTITUTE OF TECHNOLOGY & MANAGEMENT, OPPOSITE-AMBEDKAR UNIVERSITY, SHAHEED PATH, RAEBARELI ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44642032120,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AZAD DEGREE COLLEGE,Private-Self Financing,AZADPUR ADJACENT TO CRPF CAMP BANGLA BAZAR ROAD LUCKNOW,Lucknow,Uttar Pradesh,,1-44753488413,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"AZADPURAM, ADJACENT CRPF CAMP, POST CHANDRAWAL, BIJNAUR",Lucknow,Uttar Pradesh,,1-44643721094,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
B.N. COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),Private-Self Financing,"N.H. - 24 SITAPUR ROAD, BAKSHI KA TALAAB LUCKNOW 226021",Lucknow,Uttar Pradesh,226021,1-44643083940,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,Private-Self Financing,"SECTOR-II, DR. AKHILESH DAS NAGAR, FAIZABAD ROAD,CHINHAT",Lucknow,Uttar Pradesh,,1-44643354465,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,Private-Self Financing,"SECTOR-II, DR. AKHILESH DAS NAGAR,FAIZABAD ROAD ,CHINHAT",Lucknow,Uttar Pradesh,,1-44642569188,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABU BANRASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT(ENGG. AND TECH.),Private-Self Financing,"SECTOR-I, DR. AKHILESH DAS NAGAR, FAIZABAD ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44642646268,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABU BANRASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT(MGMT.),Private-Self Financing,"SECTOR-I, DR. AKHILESH DAS NAGAR, FAIZABAD ROAD,",Lucknow,Uttar Pradesh,,1-44641983728,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"VILL. SHERPUR LAWAL  NH-24B,RAEBARELLY ROAD, NIGOHAN LUCKNOW",Lucknow,Uttar Pradesh,,1-44638204461,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BANSAL INSTITUTE OF ENGINEERING AND TECNOLOGY,Private-Self Financing,"NH-24, BEHIND SEWA HOSPITAL, SITAPUR ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44641689110,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
BHALCHANDRA INSTITUTE OF EDUCATION & MANAGEMENT,Private-Self Financing,"CHANDOIYA, POST- KAKORI, 11TH KM. HARDOI ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44641680363,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY,Government,"B-27 AMAUSI INDUSTRIAL AREA, NADARGANJ, LUCKNOW",Lucknow,Uttar Pradesh,,1-44640939729,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET),Government,"B-27 AMAUSI INDUSTRIAL AREA, NADARGANJ, LUCKNOW",Lucknow,Uttar Pradesh,,1-44640790872,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CENTRE FOR ADVANCED STUDIES,State Government University,"DR APJ ABDUL KALAM TECHNICAL UNIVERSITY UTTAR PRADESH, SECTOR-11, JANKIPURAM EXTENSION ,LUCKNOW",Lucknow,Uttar Pradesh,,1-44638802610,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
CITY COLLEGE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,TIWARI GANJ,Lucknow,Uttar Pradesh,,1-44638622159,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DAYAL GROUP OF INSTITUTION,Private-Self Financing,"GRAM BAKKAS AND  MOAZZAM NAGAR,SULTANPUR ROAD LUCKNOW",Lucknow,Uttar Pradesh,,1-44639665564,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DEPARTMENT OF BUSINESS ADMINISTRATION,State Government University,DEPARTMENT OF BUSINESS ADMINISTRATION UNIVERSITY OF LUCKNOW,Lucknow,Uttar Pradesh,,1-44642499568,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DNM INSTITUTE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"VILLAGE-  SARAI SHEHZADI, PARGANA- BIJNAUR, P.O. BANTHARA LUCKNOW PIN- 227101",Lucknow,Uttar Pradesh,227101,1-44640756953,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. M.C. SAXENA COLLEGE OF ENGINEERING & TECHNOLOGY,Private-Self Financing,"171, BARAWANKALA, MALL ROAD, IIM-DUBAGGA BYPASS, LUCKNOW",Lucknow,Uttar Pradesh,,1-44642594617,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
DR. M.C. SAXENA POLYTECHNIC,Private-Self Financing,"171, BARAWANKALA MALL ROAD, IIM DUBGGA BY-PASS LUCKNOW",Lucknow,Uttar Pradesh,,1-44643220218,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
EXCELLENCE CENTRE OF MANAGEMENT,Government,"A 1/2, INDUSTRIAL AREA, SROJINI NAGAR,LUCKNOW",Lucknow,Uttar Pradesh,,1-44638358238,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"FACULTY OF ARCHITECTURE, DR APJ ABDUL KALAM TECHNICAL UNIVERSITY",State Government University,"(FORMERLY: LUCKNOW COLLEGE OF ARCHITECTURE, GOVT. COLLEGE OF ARCHITECTURE) TAGORE MARG CAMPUS",Lucknow,Uttar Pradesh,,1-44640619007,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GCRG COLLEGE OF  POLYTECHNIC,Private-Self Financing,"PARVATPUR, CHANDRIKA DEVI ROAD, BAKSHI KA TALAB, LUCKNOW",Lucknow,Uttar Pradesh,,1-44640299777,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GCRG MEMORIAL TRUST'S GROUP OF INSTITUTIONS,Private-Self Financing,"VILLAGE-PARVATPUR, CHANDRIKA DEVI ROAD, POST-KATHWARA BAKSHI KA TALAB DISTT.-LUCKNOW UTTAR PRADESH",Lucknow,Uttar Pradesh,,1-44642561944,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOEL INSTITUTE OF HIGHER STUDIES MAHAVIDYALAY,Private-Self Financing,"GOEL CAMPUS, VILLAGE ANOURA, NEAR INDIRA CANAL, AYODHYA ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44671735149,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"NEAR INDIRA CANAL, FAIZABAD ROAD, LUCKNOW-227105",Lucknow,Uttar Pradesh,227105,1-44640665145,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC BAKSHI KA TALAB,Government,"NAGUVAMAU KALA, BAKSHI KA TALAB",Lucknow,Uttar Pradesh,,1-44644584769,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVERNMENT POLYTECHNIC LUCKNOW,Government,FAIZABAD ROAD,Lucknow,Uttar Pradesh,,1-44640411067,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. GIRLS POLYTECHNIC,Government,LUCKNOW,Lucknow,Uttar Pradesh,,1-44639922572,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
GOVT. GOVIND BALLABH PANT POLYTECHNIC,Government,"MOHAN ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44640669712,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HEWETT POLYTECHNIC,Govt aided,MAHANAGAR,Lucknow,Uttar Pradesh,,1-44641089097,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HIMALAYAN POLYTECHNIC INSTITUTE,Private-Self Financing,"BANKE NAGAR CHAUARAHA,BAKSHI KA TALAB,SITAPUR ROAD ,LUCKNOW",Lucknow,Uttar Pradesh,,1-44638502003,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
HIMALYAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Private-Self Financing,"MOHAMMADPUR SARAIYA, POST- PAHARPUR, BKT, LUCKNOW, U.P.",Lucknow,Uttar Pradesh,,1-44641238527,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"IILM ACADEMY OF HIGHER LEARNING, LUCKNOW",Private-Self Financing,"1, VIRAJ KHAND, GOMTI NAGAR",Lucknow,Uttar Pradesh,,1-44641694360,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDIAN INSTITUTE OF PACKAGING LUCKNOW,Government,"A1, A2, INDUSTRIAL AREA, SAROJANI NAGAR, LUCKNOW-226008",Lucknow,Uttar Pradesh,226008,1-44790588323,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INDIRA GANDHI INSTITUTE OF CO-OPERATIVE MANAGEMENT,Govt aided,"SEC- 18, B- BLOCK, RAJAJIPURAM, LUCKNOW-226017",Lucknow,Uttar Pradesh,226017,1-44642002143,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF COOPERATIVE AND CORPORATE MANAGEMENT RESEARCH AND TRAINING (ICCMRT),Govt aided,"467, SECTOR 21, RING ROAD, INDIRA NAGAR, LUCKNOW - 226016",Lucknow,Uttar Pradesh,226016,1-44642346695,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF ENGINEERING AND TECHNOLOGY,State Government University,"SITAPUR ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44641099933,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF ENVIRONMENT & MANAGEMENT,Private-Self Financing,"KURSI ROAD, ALKAPURI",Lucknow,Uttar Pradesh,,1-44643760859,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF MANAGEMENT RESEARCH AND TECHNOLOGY,Private-Self Financing,"HERS EDUCATIONAL CAMPUS, VIPUL KHAND-6, GOMTI NAGAR LUCKNOW.",Lucknow,Uttar Pradesh,,1-44643257674,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF MANAGEMENT SCIENCES,State Government University,2ND CAMPUS UNIVERSITY OF LUCKNOW JANKIPUR PURAM,Lucknow,Uttar Pradesh,,1-44644964393,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF PRODUCTIVITY AND MANAGEMENT,Private-Self Financing,"RESOURCE HOUSE, INSTITUTIONAL AREA, VIKAS KHAND -1 GOMTI NAGAR",Lucknow,Uttar Pradesh,,1-44642559119,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"INSTITUTE OF TECHNOLOGY &MANAGEMENT,LUCKNOW",Private-Self Financing,"N.H.-24,MAMPUR BANA,BAKSHI KA TALAB,SITAPUR ROAD,LUCKNOW",Lucknow,Uttar Pradesh,,1-44642570954,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"INSTITUTE OF TOOL ROOM TRAINING U.P.,LUCKNOW",Govt aided,"A/1 AMAUSI INDUSTRIAL AREA,NADARGANJ,KANPUR ROAD,LUCKNOW-226008",Lucknow,Uttar Pradesh,226008,1-44639721788,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INSTITUTE OF TOURISM STUDIES UNIVERSITY OF LUCKNOW,Government,"SECOND CAMPUS, UNIVERSITY OF LUCKNOW, JANKIPURAM",Lucknow,Uttar Pradesh,,1-44644977104,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INTERNATIONAL INSTITUTE FOR SPECIAL EDUCATION,Private-Self Financing,"MOHAMMADPUR KHATRI, VIA KALYANPUR, NEAR KUKRAIL PICNIC SPOT, LUCKNOW- 226022",Lucknow,Uttar Pradesh,226022,1-44641693891,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
INTERNATIONAL INSTITUTE FOR SPECIAL EDUCATION,Private-Self Financing,"KANCHANA BIHARI MARG,OFF RING ROAD VIA KALYANPUR, NEAR KUKRAIL PICNIC SPOT, LUCKNOW- 226022",Lucknow,Uttar Pradesh,226022,1-44642855985,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),Private-Self Financing,"ISABELLA THOBURN COLLEGE SOCIETY, 7, FAIZABAD ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44638485650,Y,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
ITM SCHOOL OF MANAGEMENT,Private-Self Financing,"N.H-24,MAMPUR BANA,BAKSHI KATALAB,SITAPUR ROAD,LUCKNOW",Lucknow,Uttar Pradesh,,1-44638435369,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
J.P. INSTITUTE OF TECHNOLOGY,Private-Self Financing,"LUCKNOW MODEL INSTITUTE OF TECHNOLOGY & MANAGEMENT 4.0 K.M. STONE MOHANLALGANJ - KANPUR ROAD BYPASS VILLAGE: BHASANDA, PARGANA - NIGOHA TEHSIL: MOHANLALGANJ JANPAD LUCKNOW, U.P.",Lucknow,Uttar Pradesh,,1-44641687073,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
J.P. INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"4.0 K.M. STONE MOHANLALGANJ KANPUR BYPASS ROAD, VILLAGE- BHASANDA PARGANA- NIGOHA TEHSIL - MOHANLALGANJ, LUCKNOW",Lucknow,Uttar Pradesh,,1-44638824729,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
JAIPURIA INSTITUTE OF MANAGEMENT LUCKNOW,Private-Self Financing,"VINEET KHAND, GOMTINAGAR, LUCKNOW-226010",Lucknow,Uttar Pradesh,226010,1-44673273674,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KHWAJA MOINUDDIN CHISHTI LANGUAGE UNIVERSITY,State Government University,SITAPUR HARDOI BYPASS ROAD,Lucknow,Uttar Pradesh,,1-44643917440,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,Government,"SITAPUR-HARDOI BYPASS ROAD , LUCKNOW Ã¢â¬â 226013",Lucknow,Uttar Pradesh,226013,1-44638821608,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LAL BAHADUR SHASTRI INSTITUTE OF MANAGEMENT & DEVELOPMENT STUDIES,Private-Self Financing,GAURABAGH KURSI ROAD LUCKNOW,Lucknow,Uttar Pradesh,,1-44641698441,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"LUCKNOW INSTITUTE OF TECHNOLOGY, LUCKNOW",Private-Self Financing,"AZADPURAM, ADJACENT CRPF GROUP CENTRE, POST- CHANDRAWAL, BIJNOUR-BANTHARA ROAD",Lucknow,Uttar Pradesh,,1-44643631720,N,Y,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LUCKNOW POLYTECHNIC LUCKNOW,Govt aided,"KANPUR ROAD,KRISHNA NAGAR",Lucknow,Uttar Pradesh,,1-44641066882,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
LUCKNOW PUBLIC COLLEGE OF PROFESSIONAL STIDIES,Private-Self Financing,"VINAMRA KHAND, GOMIT NAGAR",Lucknow,Uttar Pradesh,,1-44645071758,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
M.G. INSTITUTE OF MANAGEMENT & TECHNOLOGY,Private-Self Financing,GRAM KHANDEDEV,Lucknow,Uttar Pradesh,,1-44638119380,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA BHAGWATI EDUCATIONAL INSTITUTE,Private-Self Financing,"SATRIKH ROAD, NEAR INDIRA CANAL, VILLAGE -JUGGAUR, CHINHAT, LUCKNOW.",Lucknow,Uttar Pradesh,,1-44639721291,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAA VAISHNO DEVI EDUCATIONAL & LAW COLLEGE,Private-Self Financing,"VILL & POST- JUGGAUR, FAIZABAD ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44640238477,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MAHARANA INSTITUTE OF TECHNOLOGY & SCIENCES,Private-Self Financing,"GRAM-GAURA, MOHANLAL GANJ",Lucknow,Uttar Pradesh,,1-44643226695,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
MOTI LAL RASTOGI SCHOOL OF MANAGEMENT,Private-Self Financing,"D-23, UPSIDC, INDUSTRIAL AREA, SAROJINI NAGAR,KANPUR ROAD, LUCKNOW.",Lucknow,Uttar Pradesh,,1-43673271725,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NARVADESHWAR MANAGEMENT COLLEGE,Private-Self Financing,"NARENDRA NAGAR, MALHAUR ROAD, OPPOSITE VIKALP KHAND,GOMTI NAGAR  LUCKNOW",Lucknow,Uttar Pradesh,,1-44640251339,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NATIONAL POST GRADUATE COLLEGE,Govt aided,"2, RANA PRATAP MARG",Lucknow,Uttar Pradesh,,1-44644796380,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
NETAJI SUBHASH CHANDRA BOSE GOVERNMENT GIRLS P G COLLEGE ALIGANJ LUCKNOW,Government,SECTOR-D ALIGANJ LUCKNOW,Lucknow,Uttar Pradesh,,1-44645007923,Y,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
R. R. INSTITUTE OF MODERN POLYTECHNIC,Private-Self Financing,"VILL-BHAISAMAU, NH-24, BAKSHI KA TALAB, SITAPUR ROAD, LUCKNOW-226201",Lucknow,Uttar Pradesh,226201,1-44638244196,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
R. R. INSTITUTE OF MODERN TECHNOLOGY,Private-Self Financing,"VILL.- BHAISAMAU, NH-24, BAKSHI KA TALAB, SITAPUR ROAD, LUCKNOW-227202",Lucknow,Uttar Pradesh,227202,1-44639735530,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,NEAR SEWA HOSPITAL SITAPUR ROAD LUCKNOW,Lucknow,Uttar Pradesh,,1-44641062423,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"GOVIND PURAM,  NEAR SEWA HOSPITAL,  SITAPUR ROAD,  LUCKNOW",Lucknow,Uttar Pradesh,,1-44643406159,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"REMOTE SENSING APPLICATIONS CENTRE ,U.P.",Government,"SECTOR-G ,JANKIPURAM, KURSI ROAD ,LUCKNOW",Lucknow,Uttar Pradesh,,1-44640241705,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
S S INSTITUTE OF MANAGEMENT,Private-Self Financing,"MAMPUR BANA, BAKSHI KA TALAB, LUCKNOW",Lucknow,Uttar Pradesh,,1-44638580990,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
S.R.M. BUSINESS SCHOOL,Private-Self Financing,"KHASRA NO. 566, VILLAGE BHAISAMAU, PARGANA MOHANA,TEHSIL BAKSHI KA TALAB,.",Lucknow,Uttar Pradesh,,1-44638184466,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAROJ COLLEGE OF ENGINEERING AND POLYTECHNIC,Private-Self Financing,"CHAND SARAI,  NEAR GOSAINGANJ SULTANPUR ROAD LUCKNOW",Lucknow,Uttar Pradesh,,1-44640254738,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAROJ INSTITUTE OF FILM AND FASHION,Private-Self Financing,"AHIMAMAU, SULTANPUR ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44638918048,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAROJ INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Private-Self Financing,"CHAND SARAI, NEAR GOSAIGANJ, SULTANPUR RAOD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44643251601,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAROJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"AHIMAMAU, P.O. ARJUNGANJ, SULTANPUR ROAD, LUCKNOW",Lucknow,Uttar Pradesh,,1-44642347179,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SAROJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,Private-Self Financing,"AHIMAMAU,  P.O.ARJUNGANJ, SULTANPUR ROAD.",Lucknow,Uttar Pradesh,,1-44643434497,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
"SAROJ INSTITUTE OF TECHNOLOGY & MANAGEMENT, LUCKNOW",Private-Self Financing,"AHIMAMAU,  P.O. ARJUNGANJ, SULTANPUR RAOD, LUCKNOW.",Lucknow,Uttar Pradesh,,1-44642569651,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SCHOOL OF MANAGEMENT SCIENCES,Private-Self Financing,"KASIMPUR BIRUHA, POST - KASIMPUR, GOSAINGANJ, LUCKNOW SULTANPUR ROAD, TEHSIL - MOHANLAL GANJ, LUCKNOW 227125",Lucknow,Uttar Pradesh,227125,1-44643740296,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT,Private-Self Financing,"TEWARIGANJ, FAIZABAD ROAD",Lucknow,Uttar Pradesh,,1-44638634121,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
SR INSTITUTE OF MANAGEMENT& TECHNOLOGY,Private-Self Financing,"BHAISAMAU, BAKSHI KA TALAB, LUCKNOW",Lucknow,Uttar Pradesh,,1-44643745272,N,N,,,"AICTE (via anburocky3/indian-colleges-data, snapshot 2025-10-30)"
